time_s,x_m,y_m,yaw_rad,speed_mps,steer_rad,accel_mps2,progress_m,lateral_error_m,heading_error_rad,compute_ms,reward
7.75,-29.87914779960617,6.623413753010688,-2.1425940080907218,18.0,0.20496657306334173,3.0,89.65532259853795,0.6648814614568666,-0.07196207647563746,0.1186419976875186,7.823446763369599
7.800000000000001,-30.294268243850233,5.824868189645257,-2.080818174329698,18.0,0.18324841114996146,3.0,90.63441358023515,0.6673584249175509,-0.05862952756493023,0.13877899982617237,7.756526348348912
7.8500000000000005,-30.67116781977513,5.007588121573342,-2.028763844142056,18.0,0.15491180498800294,3.0,91.413991992857,0.6728247855435563,-0.03857495712523207,0.11715900109265931,6.1629433213071545
7.9,-31.021873859419323,4.178730308823118,-1.9902607135907449,18.0,0.11499974053983922,3.0,92.3866051951408,0.6761224561757806,-0.03285008966378333,0.11583699961192906,7.708559389931433
7.95,-31.343953238082833,3.3383346437702057,-1.954571428635724,18.0,0.10666152100619349,3.0,93.35990188415262,0.6848549122957985,-0.023828534935644186,0.11620799705269746,7.715008879057895
8.0,-31.642603643501413,2.4893305593611155,-1.9241982672942841,18.0,0.09086855182087351,3.0,94.3364912598971,0.6973794184777663,-0.016480237899910932,0.12023399904137477,7.742275816944665
8.05,-31.92108467849237,1.6334986172425912,-1.8983083607916813,18.0,0.07751409932575215,3.0,95.1216076877565,0.7116917867548628,-0.008197929788531066,0.11748999895644374,6.211444430042224
8.1,-32.18486754234909,0.773022818201416,-1.8782671980747974,18.0,0.060051199400161535,3.0,96.10919007391762,0.723254051835806,-0.01143785828292998,0.11547599933692254,7.831081738954324
8.15,-32.426952177936975,-0.09380763189380326,-1.8548348984204996,18.0,0.070181446767531,3.0,96.904828683037,0.7366821773697168,-0.00926549688356948,0.11997399997198954,6.2954118725576285
8.200000000000001,-32.650427335477985,-0.965621175010691,-1.832754992947701,18.0,0.0661430906680756,3.0,97.9065807148248,0.7459209499054744,-0.01902503273601308,0.11662899851216935,7.943331679716402
8.25,-32.84377628750558,-1.8446070581452445,-1.8024416723572771,18.0,0.0906905049378395,3.0,98.91592504955634,0.7576827870855811,-0.02827474084531545,0.13511200086213648,8.002536565798154
8.3,-33.00139954959428,-2.7306967303841865,-1.7653364478229379,18.0,0.11085928446179559,3.0,99.72821050924222,0.7696882751596552,-0.029485526306041177,0.1161680011136923,6.4254210564156145
8.35,-33.12536556643993,-3.6221183066697415,-1.727722745445972,18.0,0.11236579359871003,3.0,100.74853181805557,0.7741955590448735,-0.04912564508361772,0.11519499821588397,8.087668634536024
8.4,-33.19636650152447,-4.519313306219517,-1.6756475972570954,18.0,0.15497277161131703,3.0,101.56805965491546,0.7800765640456128,-0.05082392995332885,0.11563600128283724,6.480240080811108
8.450000000000001,-33.21816074959934,-5.419049384606313,-1.621775411879946,18.0,0.1602310687509754,3.0,102.59608895755538,0.7761806901877433,-0.07434040215656834,0.11381299918866716,8.145833952626825
8.5,-33.16721034357591,-6.317606036201552,-1.5497498373091523,18.0,0.21280508318779906,3.0,103.62859843456233,0.7767196404374817,-0.09061674188299174,0.1144540001405403,8.178990843799204
8.55,-33.03720166132211,-7.208166389315606,-1.4667145591992259,18.0,0.2441369185397426,3.0,104.45905782915541,0.7778730245502404,-0.08530833385456127,0.12373100253171287,6.562482854742867
8.6,-32.83865755095832,-8.085993386075133,-1.3874424183168448,18.0,0.23347930675981426,3.0,105.505551506622,0.7656495290232045,-0.11039554116949679,0.11917300071218051,8.288583784190308
8.65,-32.54806151173309,-8.93778792819583,-1.2898053667967782,18.0,0.2849406452111217,3.0,106.56594171014014,0.7606452960731316,-0.12258579730214691,0.11596700278460048,8.397557782549946
8.700000000000001,-32.16834994836685,-9.753765335141617,-1.1859431626804873,18.0,0.30205252672110067,3.0,107.428208603707,0.7582080530341282,-0.10837695972756567,0.11811099830083549,6.813674321497428
8.75,-31.719333950347455,-10.533755484773422,-1.0937055480754498,18.0,0.2699579297837421,3.0,108.52876263196403,0.7460595457888753,-0.12764704873380994,0.11518499741214328,8.718807767129235
8.8,-31.18878775432472,-11.26074979966578,-0.9906675236164952,18.0,0.29979721418780486,3.0,109.4310613851114,0.7419058781729516,-0.11144184743644647,0.12574499851325527,7.133830837369888
8.85,-30.59996843105107,-11.941405222430898,-0.9014381173482349,18.0,0.26155588020846177,3.0,110.35546214402852,0.7311566237513231,-0.10550197112770299,0.12077599967597052,7.312113190382476
8.9,-29.957807895081633,-12.57198419927951,-0.817573616019081,18.0,0.24647786834684127,3.0,111.30358511078865,0.7186007394348551,-0.10038686440516953,0.1752380012476351,7.50282948287919
8.950000000000001,-29.268871692552572,-13.151092918644745,-0.738153396112037,18.0,0.2338997221079915,3.0,112.27604743563656,0.7072946096685067,-0.09449100231128682,0.16356600099243224,7.69849855801331
9.0,-28.540428931011938,-13.679648632982463,-0.6642163704305521,18.0,0.2182771146093958,3.0,113.27235835054354,0.6985819058761058,-0.08844056137781298,0.21762699907412753,7.890291901767149
9.05,-27.77952307082977,-14.1602963958405,-0.5967682786200221,18.0,0.1996486512838873,3.0,114.29090130536784,0.6926094671922284,-0.08303824136277971,0.18979499873239547,8.069120746760508
9.1,-26.992409839542443,-14.596705333801696,-0.5362557040506197,18.0,0.17958200294743845,3.0,115.06782199862374,0.6861891328779666,-0.06518653600692526,0.15816599989193492,6.138393361058802
9.15,-26.18779913414419,-14.999944236635393,-0.48838680783356025,18.0,0.14263153227678121,3.0,116.11824779733641,0.6749421822454309,-0.0690442322584337,0.13659600153914653,8.3268999140075
9.200000000000001,-25.36426798498058,-15.362982039566798,-0.4395100533524241,18.0,0.14559274374502967,3.0,116.91465989493423,0.6671225188843088,-0.05512136836061776,0.12978199811186641,6.2962015638827795
9.25,-24.528529643952982,-15.696960220495496,-0.3999096648043521,18.0,0.11824694273979719,3.0,117.9841867744701,0.6572911186432057,-0.057042139616848786,0.16720300118322484,8.48157297228406
9.3,-23.68019420724025,-15.997504704419953,-0.3602422834632337,18.0,0.11844511937560191,3.0,118.78926633915756,0.6510238231829946,-0.04471699412720387,0.13509299969882704,6.3672856774676205
9.35,-22.823943677595025,-16.27469602910793,-0.32877742073682636,18.0,0.09411571500968272,3.0,119.8623794945363,0.6439346947488527,-0.04463716649609628,0.13470200065057725,8.51211986513259
9.4,-21.959837059136845,-16.526330192004714,-0.2984854608844869,18.0,0.09062694797424639,3.0,120.66409319239851,0.6393083910165481,-0.03405437809637135,0.14079299944569357,6.342098522218407
9.450000000000001,-21.09091045079503,-16.760779652050125,-0.2751786157311229,18.0,0.0698069241347791,3.0,121.46076099734915,0.6338019596204681,-0.02713533046074401,0.22846699721412733,6.302894748480178
9.5,-20.21811282400812,-16.980379976902203,-0.2560467984205328,18.0,0.05733255145280022,3.0,122.51174502879063,0.6287234960083259,-0.024606939241010206,0.15570100003969856,8.337977671618544
9.55,-19.341854712311292,-17.185737522869005,-0.23881367902290407,18.0,0.05165337083117926,3.0,123.28930898796224,0.6266282636417284,-0.015826863954383263,0.13390100139076822,6.151629636924445
9.600000000000001,-18.463843330507622,-17.383464641452193,-0.22727251677536264,18.0,0.03460966130369417,3.0,124.30914209446607,0.6253412540194275,-0.010147391889673951,0.12647599942283705,8.090704507075362
9.65,-17.584756122283267,-17.576352381695862,-0.2197540564759355,18.0,0.022551557084777164,3.0,125.30746017243038,0.6259656261792995,-0.0022874853438894505,0.1333190011791885,7.91960518777663
9.700000000000001,-16.70575088888368,-17.76961334427274,-0.21753126449966498,18.0,0.006668277090030444,3.0,126.04126956208346,0.6279789988169094,0.004201607507071881,0.12816000162274577,5.8036418009439235
9.75,-15.827588944932595,-17.966670696827904,-0.2196710345951578,18.0,-0.006419222113986247,3.0,126.99965318516927,0.6321728708742198,0.012852494348734922,0.12669699935941026,7.59933362210057
9.8,-14.951552744506166,-18.17297284306596,-0.22741136214425017,18.0,-0.023216810303815432,3.0,127.93612988753563,0.6376276967280843,0.02119647480000797,0.1230000016221311,7.422853358277547
9.850000000000001,-14.07873799714488,-18.392505111283313,-0.24007917132556456,18.0,-0.0379851477653018,3.0,128.85295809936403,0.644573624797432,0.02897751297536022,0.12666700058616698,7.264522504126404
9.9,-13.210213951691205,-18.62844150624768,-0.2568639714904122,18.0,-0.0503119061614103,3.0,129.75352849211836,0.6533737372919896,0.035686832946512315,0.12231899745529518,7.133454483243858
9.950000000000001,-12.346952565757668,-18.88296022767325,-0.27676759472957446,18.0,-0.05964005700204941,3.0,130.6421295082729,0.6642417995744576,0.040654124620274956,0.17464700067648664,7.0369074976383805
